path,2
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f911dd9e32.wav,०४६को जनआन्दोलनमा संयुक्त
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f92882a5e4.wav,१० जुन २०१०मा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9325e93c7.wav,१२२४ महिला रहेका छन्
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9b08a39de.wav,१४ मिटर लामो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f971a35a8d.wav,१८७७ मा अमेरिकाली
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f90ecf0392.wav,१९५२ संयुक्त अधिराज्य
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f931e50339.wav,१९औँ शताब्दीमा यो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f97734cf1a.wav,२०२४ मा प्रकाशित
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9f6a50e1d.wav,२०२९ सालमा महेन्द्रपुलमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f95e4f4bbc.wav,२०३० मा तत्कालीन
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9513ef133.wav,२०५० सालदेखि हालसम्म
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f90057ea93.wav,२१ थियो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9cf3feff5.wav,२९ गते घोषणा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f915390d8e.wav,२ वटा निर्वाचन
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9ab277caa.wav,३०० देखि सुरु
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f984efbc54.wav,३१ जनवरी २००९ मा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9693a0c4a.wav,३६ राष्ट्रपति
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9fd27baca.wav,४ ठाउँमा प्रत्येक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9e20c01ac.wav,६ महिने अस्थायी
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f96640d977.wav,९ श्री टेकबहादुर थापा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f91ee73885.wav,अङ्ग्रेजीमा स्नातक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9a4530601.wav,अध्ययनमा ननफिक्सनमा बढी
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f92dda9148.wav,अनुसार कुनै पनि
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9e94f2f93.wav,अन्तिम कालदेखि अस्ट्रेलियाको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9bc860ec6.wav,अन्य विषय सोच्ने
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9a141c2de.wav,अन्य साना ठूला
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9f2a55806.wav,अपूर्ण छ र जसले
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f97831991b.wav,अबाउट एसए टलस्टय
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9ad357381.wav,अभिमन्यु एक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9a490ab9a.wav,अमेरिकामा मतदानको यही
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9ecf78fae.wav,अयोध्यामा यो नदीलाई
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9b8f1d802.wav,अरू निकाय वा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f91bd7c632.wav,अर्को कारीले गर्दा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9c445e122.wav,अर्थ हुन्छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f956d5878b.wav,अवस्थामा उसले
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f93b08e24f.wav,अवस्थामा सो क्षति
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f958d6e93f.wav,अहिले हजुरले मेरा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9e3b43edd.wav,आइसिसि ओडिआइ प्लेयर
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9839070ef.wav,आदि बनाइन्छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9ad7348fe.wav,आफूलाई जनताले जिताएको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f95f8816dd.wav,आफूहरूलाई जनताले
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9dfd82e0c.wav,आफ्नो उज्यालोको स्रोत
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f9\processed_wav\f9d0225093.wav,आफ्नो राजधानीमा फर्केपछि
