path,2
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f0\processed_wav\f0dd6babeb.wav,१० नाडीमध्ये इडा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f0\processed_wav\f025d5c6cd.wav,११ गते भयो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f0\processed_wav\f078183916.wav,१२ मङ्सिरदेखि आफ्नो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f0\processed_wav\f0d2a40d2b.wav,१२ वर्षको उमेरमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f0\processed_wav\f0319f7be2.wav,१६९ का आधारभूत
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f0\processed_wav\f090e7ac6a.wav,१८२१ सम्म मैक्वेरीले
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f0\processed_wav\f07f58b75d.wav,१९४७ मा भारत स्वतन्त्र
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f0\processed_wav\f098426a4b.wav,२००४ सालमा नेपाली
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f0\processed_wav\f05ec7cb24.wav,२००७ मा म्युजिक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f0\processed_wav\f0a95c3a77.wav,२०४८ साल माघ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f0\processed_wav\f0a1bd2bc6.wav,२२ जुलाई २०१० मा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f0\processed_wav\f0aa4698ba.wav,३१ देशनिकाला विरुद्धको हक कुनैपनि नागरिकलाई देश निकाला गरिने छैन।
