path,2
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f567b60dfc.wav,१० पाउण्ड पोम्सको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f5304bf082.wav,११ इलाका र
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f56c72e90f.wav,१३ अप्रिल १९७०
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f591a906bd.wav,१५९० मा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f5bc5e7f51.wav,१५ सेकेन्डदेखि
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f5d1bb3e2d.wav,१९५२मा प्लोलेस्टानको पक्ष
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f5f4d8925a.wav,१ लाख १५
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f5cac75f49.wav,२००६मा प्रकाशित भएको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f5d0af524e.wav,२००७ मा म्युजिक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f5e686ece7.wav,२००९ जेठमा प्रकाशित
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f5ca1a08cc.wav,२०१८ सालमा प्रधानपञ्च
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f58ec64500.wav,२०४६ सालमा सम्पन्न
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f5a2931644.wav,२०६० सालमा ललितपुर
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f52591e140.wav,२५ वर्षीया साह
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f5dff23534.wav,२५ हजार छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f5d6d98357.wav,२८ अप्रिल २०१०
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f5ca9b983f.wav,३६० डिग्रीको तुल्य
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f51981adad.wav,४४ पुर्‍याएको थियो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f53c92f72c.wav,५९५ भन्दा अधिक छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f562cbba31.wav,७७ दिनसम्म चल्यो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f52552e971.wav,९० दिनभित्र निष्पक्ष
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_f\asr_nepali\data\f5\processed_wav\f5bc4dcf7b.wav,९ लाख रूपैयाँ
