path,2
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\74c4e5c052.wav,०३ अर्गोन
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\740cb43966.wav,१४ वर्षसम्म अभिभावकत्व
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\7403182d83.wav,१५ मिटरसम्मको हुन्छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\745b5b7859.wav,१८८० १८९० का
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\74e8cc9557.wav,१९४९ एक स्पेनी
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\7430de8d65.wav,२००० सालमा सल्यान
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\74393d4e3f.wav,२००३ मा ब्यारिमोरले
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\74b2686690.wav,२० पौन्डलाई एउटा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\742404138a.wav,२ जना रहेको छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\74e4d20853.wav,२ भएको थियो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\74f314a86e.wav,२ वेधी किरणहरू
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\74105ce3b0.wav,३० वर्ष ७ महिनाको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\7463f9d385.wav,३६ जिल्लाहरूमध्येको एक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\74f12e11b7.wav,३७ सम्म पुग्यो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\74f69d9c5f.wav,४८ वर्षका थिए
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\74dd12554c.wav,५ अक्टोबर २००४
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\74861332ce.wav,७५ बल खेल्ने क्रममा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\741ea29544.wav,अञ्चलको सोलुखुम्बु जिल्लाको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\74764b3854.wav,अत्यन्त विकट पहाडी
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\740c19b290.wav,अधिकार गर्न लिए
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\741a8a14c2.wav,अधिकार छ भनेर
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\743ca6f31e.wav,अधिकारी पुरुष मानिन्छन्
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\74793f62ba.wav,अध्यक्ष स्व दावा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\74c61ca644.wav,अनि काम थाल्नुभन्दा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\74\processed_wav\740e493789.wav,अनि वार्तालाप पृष्ठमा
