path,2
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78006ec90b.wav,१८६४ ईमा फ्रान्स
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\7872da403a.wav,१९५९ साउनमा प्रकाशित
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\784f5fd39f.wav,२००३ मा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78d7976c9e.wav,२०६८ को जनगणनाअनुसार
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78386f5937.wav,४५ र महिला
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78419d0970.wav,४५ र महिला
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78fdf75898.wav,४७ प्रतिशत रहेको छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78f60d1d9f.wav,४ गते इस्मा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78a514684a.wav,४ हजार ४०५ छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\781ac4a2d9.wav,५ मिटर १०
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\7810de0b39.wav,६० कथनअनुसार ब्रह्माले
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78c3c5a120.wav,६ वर्षदेखि
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\7812af6580.wav,अकबरलाई राज्य सचिव
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78482aa9a6.wav,अघिल्ला समयमा धेरै
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\781f77ddff.wav,अञ्चलको चर्चित धार्मिकस्थल
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\7885428eb1.wav,अथवा बुक गर्न सकिन्छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\783a25648c.wav,अद्‌भूत खेल देखाउँदै
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78454f1a02.wav,अधिदेवता भएकाले
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78e0cd24de.wav,अधिराज्यमाथि सात पल्ट
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\7838858559.wav,अध्ययन गरेर
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78d0c1f65c.wav,अनि उनले भुइँमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78f6fa7352.wav,अनुसार यहाँको वार्षिक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\788aa0a76e.wav,अनेक छोटो द्विपहरूको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78adf19a8d.wav,अन्तरिक्ष र अस्तित्व
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\783f6a292c.wav,अन्तिम राजा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\788b99b013.wav,अन्य उपयोगका लागि
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78ab2ce50b.wav,अन्यमा रोटको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\7816e11069.wav,अपराध भयो भने
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\7821819606.wav,अपराध भयो भने
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78e55471b5.wav,अपरिवर्तनशील हुन्छं।
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78c95eee41.wav,अपहरण गर्न पुग्छन्
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\7863b9d34b.wav,अभावको कारणले गर्दा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\7835b14e4f.wav,अभिनेत्री को पुरस्कार
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\7846a421b2.wav,अमर नारायणको मन्दिर
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78c3c3fc94.wav,अमिताभकी आमालाई
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78f09dfd7e.wav,अर्को उल्लेख्य ग्रन्थ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\789c07ff9d.wav,अर्को कार्यक्रममा आउनेछु
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\7866505042.wav,अल्बर्ट लुथुली
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78b2641b47.wav,अवसरहरूको खोज
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\780137d21a.wav,अवस्थित विकास समिति
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\780c1f6ee7.wav,असारे काका माओवादी
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78da569d4a.wav,असोजदेखि चैतसम्मको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78b8ec7aac.wav,अस्ट्रेलियाली ग्रीष्मकालका भड्किला
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78823f297a.wav,आइज्याक न्युटन
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\780fff944e.wav,आइसिसी एसोसिएट
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\787a7fd3fe.wav,आकर्षण घट्दैन
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78112813d0.wav,आक्रमण गरे
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78f56e7b28.wav,आख्यानहरू पाइन्छन्
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\78\processed_wav\78a8ed2308.wav,आग्नेय चट्टान पृथ्वीभित्रको
