path,2
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_d\asr_nepali\data\d5\processed_wav\d57c9ff1e3.wav,१० हजार भारु पर्छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_d\asr_nepali\data\d5\processed_wav\d503a85f8a.wav,११ बुँदे राजनीतिक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_d\asr_nepali\data\d5\processed_wav\d5a2605682.wav,२००८ को अनुसार
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_d\asr_nepali\data\d5\processed_wav\d536923979.wav,२०० मिलियन डलरको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_d\asr_nepali\data\d5\processed_wav\d556069adf.wav,२०३९ सालमा स्थापित
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_d\asr_nepali\data\d5\processed_wav\d5684369be.wav,२५ मा संविधानसभाको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_d\asr_nepali\data\d5\processed_wav\d54a608fb5.wav,७२ हेक्टरमा फैलिएको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_d\asr_nepali\data\d5\processed_wav\d5527e3140.wav,७८३ वर्ग किलोमिटर
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_d\asr_nepali\data\d5\processed_wav\d5a8eec789.wav,अकुत आम्दानी कमाएको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_d\asr_nepali\data\d5\processed_wav\d5e2e56868.wav,अख्तर जोया अख्तर
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_d\asr_nepali\data\d5\processed_wav\d5fee6b515.wav,अञ्चलको सदरमुकाम हुनुका
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_d\asr_nepali\data\d5\processed_wav\d559d39aa2.wav,अधुरो जवाफ छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_d\asr_nepali\data\d5\processed_wav\d5af342ba9.wav,अनसनमा बस्ने
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_d\asr_nepali\data\d5\processed_wav\d547b98514.wav,अनि के हामी
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_d\asr_nepali\data\d5\processed_wav\d502a3b3c4.wav,अनुपम देन भएको बताउँदै
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_d\asr_nepali\data\d5\processed_wav\d5ab169517.wav,अन्तरिक्षहरूको अध्ययन थियो
