path,2
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a7\processed_wav\a7f5ba44bb.wav,०३६ देखि नै राजनीतिमा लाग्नुभएका गुरुङ ०४२ मा अखिल छैठौँको अध्यक्ष हुनुभएको थियो।
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a7\processed_wav\a75bec7c5c.wav,१०२ दिलिप महर्जन
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a7\processed_wav\a7bbaea1ab.wav,१२० हाई स्कुलहरूमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a7\processed_wav\a7aee99732.wav,१२ उपाङ्ग ओवाइय
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a7\processed_wav\a78376e04d.wav,१८ अप्रिल १९८६
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a7\processed_wav\a75761734b.wav,१९९० पछि पछि
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a7\processed_wav\a7c2ca1718.wav,१ सय ८
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a7\processed_wav\a718d3f045.wav,२०२३ साल भदौ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a7\processed_wav\a7806156e1.wav,२५ भन्दा बढी
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a7\processed_wav\a719ec72f9.wav,२५ मि ८ फिट
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a7\processed_wav\a770fde3d5.wav,२ श्री माधवप्रसाद
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a7\processed_wav\a7e4fa88ff.wav,३२ वर्षीया सोरेन
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a7\processed_wav\a77b484b53.wav,५८ महिला
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a7\processed_wav\a77bd80414.wav,अङ्ग्रेजी शब्दले पनि
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a7\processed_wav\a7d78f6d8e.wav,अञ्चल कैलाली जिल्लामा
