path,2
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a65a601a90.wav,११३ प्रजातिका सुनगाभा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a6e63cdf98.wav,१६९ इन्चमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a683518a37.wav,१९४५ मा स्थापना भएको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a6ddd3762c.wav,१९७६ पारित गर्‍यो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a675bdaf23.wav,२०१८मा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a6eaa7a441.wav,२२ बालबालिकाको हक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a6c741bba8.wav,२४ मौजा इस्मा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a6808e859c.wav,२६ कोष पूर्वमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a63fac38e8.wav,२ नकारात्मक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a6d72321dc.wav,५४ र महिला
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a64ff69332.wav,९ सय ९६
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a65808fa8b.wav,अक्षता पठाइन्
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a617a33201.wav,अक्षर छाप्ने टाइप
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a62f603198.wav,अडिनसक्ने निश्चय
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a6759385d3.wav,अध्ययन पुरा गरे
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a6feef21fa.wav,अनि स्वयम् राजा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a60216c545.wav,अनुमोदन नगरेको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a6060b2fa0.wav,अनुसार आफ्नो बाजेले
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a6de1f6b99.wav,अनुसार यस गाविस
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a6fef4cdaf.wav,अन्तर्राष्ट्रिय ओलम्पिक समितिले
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a65b8fb6c2.wav,अन्त्य गर्ने
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a6b937235f.wav,अन्दाज पत्रिका नेपाली
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a660797d4c.wav,अन्य विषय सोच्ने
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a6bb709e50.wav,अन्य स्थानमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a6a17395e1.wav,अप्रत्यक्ष फाइदाले पनि
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a69e5d4c67.wav,अफ साउथ एसियामामा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a6c7e19fbe.wav,अभिनेता कलिन
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_a\asr_nepali\data\a6\processed_wav\a678173cc6.wav,अभियान पत्रिका एक
