path,2
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9bbf9aa526.wav,१० नोभेम्बर १९७९
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b4f7281f9.wav,१० पात निम
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9bd838ecbc.wav,१३ जुलाई २०११ मा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b7ef6cdd4.wav,१३ हुन्छन्
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b229989f0.wav,१७ प्रतिशत
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b5a76e91c.wav,१८ औँ र १९ औँ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9be7d6f97d.wav,१९२०मा रेडियोमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b8ffdd82e.wav,१९९० को आत्मकथा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b51389410.wav,१ ठ्याक बराबर १ अङ्क
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9bce827c94.wav,२०६० असोज ३०
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b3c3781e2.wav,२४ अन्य
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9be85ef930.wav,२९२ कलेज
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9be1e5ee3c.wav,५ अक्टोबर २००४
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b4b636a7e.wav,६८ को बजेटमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b371ee1f7.wav,अग्रणी भागमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b6f740a42.wav,अग्लो उठाउन सक्छौँ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b8e19c7ad.wav,अङ्ग पतन
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b8c549971.wav,अङ्गहरू हटाउनु हुँदैन
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b87fa6745.wav,अञ्चलका पहाडी क्षेत्रको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b784571c9.wav,अञ्चल मुस्ताङ जिल्लामा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b874cb350.wav,अञ्चल मुस्ताङ जिल्लामा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b1c3d837a.wav,अतिरिक्त पटना शिक्षा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b568746a3.wav,अध्ययन गरी तिनलाई
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9bd0e5d322.wav,अनुसार नै साना
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9bf782bff8.wav,अनेक रासायनिक भौतिक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b5b959e54.wav,अन्तिम छह अध्यायहरूमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b27110f6c.wav,अन्ना हजारेको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b79f5f2d8.wav,अन्ना हजारे भ्रष्टाचार
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9bf33cdb7e.wav,अप्लोड गर्नुभएको चित्रहरूमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9ba3d58374.wav,अब्बासी वंश ७५०
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9be0eb013f.wav,अभिनेता चलचित्र निर्माता
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9bb6314caa.wav,अरुचि भएको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9bddaef27d.wav,अर्काले जे गर्‍यो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9bdc3622ab.wav,अर्कोतर्फ मेरो एक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9bc8838774.wav,अवधिमा हुन्छ।
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9bd5328db4.wav,अवस्था आइपरेको छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_9\asr_nepali\data\9b\processed_wav\9b7b70933d.wav,अहिलेसम्म एउटा टावरबाट
