path,2
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\73\processed_wav\735209a09f.wav,१३ औँ शतीको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\73\processed_wav\73ef12960c.wav,१५ गते प्वाङ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\73\processed_wav\7358085132.wav,१ मा पुग्यो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\73\processed_wav\737381efa9.wav,२००२ मा भयो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\73\processed_wav\736a268713.wav,२०३२ सालमा शान्ति
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\73\processed_wav\7324cd9d93.wav,२०५४ साल फागुन
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\73\processed_wav\733ce868b1.wav,२८१ का दरले
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\73\processed_wav\7303031daa.wav,३ कोस पश्चिममा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\73\processed_wav\73fed67807.wav,४० औँ वार्षिक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\73\processed_wav\73b09de372.wav,६ मुख्य अंशहरू
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\73\processed_wav\73b8b9e756.wav,७ गतेदेखि दैनिक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\73\processed_wav\7359c1d69a.wav,अक्षौहिणी नारायणी सेना
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\73\processed_wav\737527f674.wav,अग्लो मन्डप बनाइयो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\73\processed_wav\73a75ea992.wav,अग्लो स्थान ८८४
