path,2
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\632649fa05.wav,११ डिसेम्बर १९३१
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\63eab64a79.wav,१५० औषधिजन्य जडिबुटी
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\6377e054c5.wav,१८४० मा न्युजिल्यान्ड
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\636b502ae5.wav,१ गिलास पानीमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\632d74a69e.wav,१ शुद्ध साहित्यिक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\63da985f0e.wav,२००६मा प्रकाशित भएको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\63b56417ee.wav,२००८ अगस्टमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\63a0d370e7.wav,२०२० वैशाखमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\6388351c68.wav,२०२४ सालमा हालको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\634f259437.wav,२०५९ फागुन १३
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\635932e0f5.wav,३०७ सिट र २३६
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\63677e2c7a.wav,३ सञ्चालित छन्
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\63869543f6.wav,४ सम्म पुग्न
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\6393b19f92.wav,५ अक्टोबर २००४
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\6368e16a0d.wav,६० र ८५
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\6387d57cd0.wav,६६४ छैठौँ र कामी
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\635364418e.wav,७ गतेदेखि दैनिक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\630e222016.wav,अङ्ग्रेजीमा २००० मा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\63783d27aa.wav,अतिथि दण्डी सन्यासीलाई
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\63f8cc54d1.wav,अति सुन्दरी स्त्री
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\63b3c455d6.wav,अधिकांश विश्वमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\63824a22c8.wav,अधिवेशन पटनामा भएको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\639d1238a9.wav,अनुमतिका लागि
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\639a6e131f.wav,अनुरोधमा अन्ना भारतीय
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_6\asr_nepali\data\63\processed_wav\63164c077b.wav,अनुसार भिन्न हुन्छ
