path,2
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b1eed33e1.wav,१०४ वटा फेला परे
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b70783226.wav,१०४ वटा फेला परे
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b1a84d4dd.wav,१२ वर्षछि ०५९ मा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b6a030c70.wav,१५ देखि १० डिग्री
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bd8e640a3.wav,१८५४ मा प्रथम
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7ba1a511a1.wav,१८ अप्रिल १९४०
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b9e0672fa.wav,१८ अप्रिल १९८६
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b3920e66f.wav,१८ गते उहाँको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bf2287125.wav,१९६६मा बेलायतबाट
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b13f705e9.wav,१ नेपालको कार्यकारिणी
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b1b063224.wav,१ वर्षसम्म नेपालको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b2389990f.wav,२००६मा गएर समाप्त भयो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bd1d15ea4.wav,२००७ मा अन्तर्राष्ट्रिय स्तरका
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b71ebfbb8.wav,२०१५ पुसमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b064614fb.wav,२३ मा बेलायतको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b349a8472.wav,२९२ कलेज
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7be5288fab.wav,२ वर्षपछि उनका
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b53e942f6.wav,३१ जिल्लामा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b5929746b.wav,३ कोस पश्चिममा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b68f418ba.wav,५ मा र दोस्रो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b312bb2dd.wav,८१ गोल गरेका छन्
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b36650521.wav,८३ डिग्री ३६ मिनट
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bd191fc94.wav,अगाडि सरेको थिएन
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bdc2dc9c3.wav,अग्रभागमा देखा पर्‍यो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b05c6d41c.wav,अग्लो उठाउन सक्छौँ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bd38d38d7.wav,अघि बढेर कास्कीको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b270c2f5d.wav,अङ्ग्रेजीको प्रयोग गर्ने
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b3fe706ff.wav,अङ्ग्रेजी साहित्यमा स्नातक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bff840df0.wav,अझै अनुभव गर्ने छु
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b50cb208c.wav,अञ्चलको ओखलढुङ्गा जिल्लाको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bb123c5a0.wav,अञ्चलको बागलुङ जिल्लामा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bedaffbc8.wav,अति प्राचीन कालमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b5935be65.wav,अधिन छन्
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b13ffd7ae.wav,अनुसार आर्थिक वर्ष
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bb513224b.wav,अन्तर्वार्ता लिने क्रममा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b2ec85807.wav,अभिषेकजी मैले तपाईँको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b2fea8995.wav,अरूका कुरा सुनेर
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7ba38d7a43.wav,अरू केही होइन
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b7ccb3306.wav,अलग अलग सुगन्ध
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7ba32bf5c2.wav,अवस्थाको अन्तर्राष्ट्रिय
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bb4834519.wav,अवस्था खुलाइदिनुहोला
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b59b4d6a3.wav,अश्वेत दक्षिण अफ्रिकीहरुले
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bec3ed7d5.wav,असफल हुँदै गए
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b2a84857b.wav,असोजमा जुम्ला चौभान
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b23ed7275.wav,अस्ट्रेलियामा कैथलिकवादको पद्धतिलाई
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b1f434978.wav,आइल्यान्ड तथा बेलायतदेखि
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b05ac6b88.wav,आउने अङ्क प्रकाशकको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b7be1c331.wav,आउँदा आनी छोइङबाट
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b18cbc56b.wav,आएको विश्वास गरिन्छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bddd30ad5.wav,आत्रेय नेपाल
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b1827c1f4.wav,आदि आत्महितकारी व्यवहार
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7ba909ef4f.wav,आदिवासी नागरिकहरूलाई
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7ba3dedc0a.wav,आदि स्थानमा लिङ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b13b37192.wav,आधारमा उनको डेटको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b6e9bdefb.wav,आधुनिक विशालकाय राष्ट्रिकराज्यमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b05e9fef9.wav,आध्यात्मिक गुरु तथा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bbb3602e9.wav,आनन्द एक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bf7446c9e.wav,आनुवंशिकीको नै देन छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b9a757c73.wav,आपसी लडाईँबाट
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b535cabed.wav,आफूले नखाएर अरूलाई
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7ba2318908.wav,आफ्ना अकाट्य तर्कद्वारा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b9467f8da.wav,आफ्नै धर्म छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bcd392972.wav,आफ्नो कार्यालय जाने
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b336859b2.wav,आफ्नो जातिले गर्ने
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bf3579a19.wav,आफ्नो पुस्तकमा किम
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b0229ed73.wav,आफ्नो यात्राका बेला
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bbcfb1830.wav,आफ्नो विशिष्ट स्थान
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b0b8fd805.wav,आम्दानी गरे
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bb6126ba8.wav,आयल इन्जिनको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b86a3a49b.wav,आर्य संस्कृतिको विकासमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b1fccdb38.wav,आवश्यक लेखहरू यहाँ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bdf8d4b89.wav,इलाहाबादमा हिन्दी साहित्य
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b8a970916.wav,इस्टकोट एक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7bb3d95474.wav,ईपू १००७ ले ईसा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_7\asr_nepali\data\7b\processed_wav\7b76d40ace.wav,ईपू ८५९ का अनुसार
