path,2
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\2518b72b1d.wav,१० ओभरहरूका लागि
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25af55ceef.wav,१० जुन १९८५
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\2544644e8a.wav,१२ बुँदे समझदारीलाई
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25ff5d668a.wav,१४२३ इस्वीमा गरियो
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25e3b872e1.wav,१४ प्रमुख थिइन्
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25d4fb70f3.wav,१५ मा धारा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25f1df61fc.wav,१६ इन्च सम्म
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25f326f770.wav,१९९९ मा सि २
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25a92e2658.wav,३ पुराना धर्मग्रन्थमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\258d56c0b1.wav,४ सम्म पुग्न
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25554b64e1.wav,६२ वर्गमिटर जग्गा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25f39a4cac.wav,९ वडा छन्
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25f4b3bdec.wav,अग्नि भएकाले
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25db355449.wav,अत्यन्त साना कणहरूले
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\2595744e31.wav,अदालती दुनिया एक नेपाली भाषाको पत्रिका हो।
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\2546c7bf45.wav,अनेक रासायनिक भौतिक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\259c54ea3c.wav,अन्तर्राष्ट्रिय मुद्राकोषले अर्थतन्त्रमा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\250008a94b.wav,अन्य नगर वार्डहरूबाट
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\2586033ec0.wav,अभियानमा तीन जहाजहरू
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\2585d59533.wav,अभिरावा कपिलवस्तु जिल्लामा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25917fd182.wav,अमडुबा सुनसरी जिल्लामा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\2511a574f6.wav,अमिताभ बच्चनले एक
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25808475ca.wav,अमिताभलाई मिस्टर नटवरलालको
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25823c217c.wav,अमेरिकी एकेडेमी अफ आर्ट्स
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25c77216e3.wav,अरु जीवहरूको रगत
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25e41b3f59.wav,अर्का इकाइको प्रयोग
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\252e807da8.wav,अर्को आक्रमण पनि
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\2519aa0a9b.wav,अर्को सबैभन्दा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25d8c3b154.wav,अर्थ र परिभाषा
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25810f3569.wav,अर्थ लाग्छ
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\259923fd76.wav,अवस्थित नरिता अन्तर्राष्ट्रिय विमानस्थल
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25955d564d.wav,असमको मानस राष्ट्रिय
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25d624d169.wav,अहिंसा परम सबै
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\251d7d3f5f.wav,आउटब्रेक अमेरिकन उपन्यासकार रबिन कुकद्वारा लिखित उपन्यास हो।
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\25161e0c69.wav,आएमा भन्नुहोला
d:\nepali_notetaker_project\nepali_notetaker_package\DataSet\asr_nepali_2\asr_nepali\data\25\processed_wav\257f10f586.wav,आकर्षण मात्र नभई
